,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_sqr,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_sqrt,aleatorio2_log,Beneficio
382,-0.3,-0.36,38.0,0.042,0.99607,2.97,1.44,12.2,2,1.79,R,***,Reg 3,0.0,0.16699172482360825,0.4645462873429117,5.210560237165622,9.464005871587682,16.669476074209445,9.43613871554967,1.337736594785014,1.6432126553482544,16.26948122608552,1.8569730500289119,1.3645593560288818,0.2880745618328654,0.7612661111345387,0.46969792171684804,792
383,0.54,0.21,6.6,-0.045,0.9986,2.31,0.54,10.4,2,1.1,MB,***,Reg 1,0.0,0.23032201255282714,0.3541163813160976,11.412886824725508,18.50765685017808,9.852122565350353,7.811447594977247,1.348019343387575,1.3098091475206675,9.413190719336896,1.714523511897222,1.3645593560288818,0.004627715422334123,0.8941590587944818,0.19824762024596523,613
384,2.48,0.24,14.0,0.478,0.9982,3.45,2.29,11.1,2,2.86,B,**,Reg 3,0.0,0.2562187203970401,0.7941525536573291,34.912534316750474,19.172633809843806,11.298234492150772,19.888734980340047,1.3464092372577194,1.8482918098957803,24.456589582623163,1.771282365987798,1.3645593560288818,1.5965536408218417,0.9431221635139642,1.0059318828826365,689
385,-1.01,-0.25,-19.3,0.441,0.98742,3.31,-0.36,7.8,1,5.07,R,****,Reg 1,7.142857142857142,0.7392504676860066,0.8579158629232363,1.8403523466286729,10.771749455026212,5.570282899086054,18.852118421689376,1.3006595567550914,1.7909045580126257,4.421095884699576,1.484829335188488,0.9649150833430776,7.6437965101704695,1.602316016890847,1.083164391730711,796
386,0.89,0.23,1.5,-0.123,0.99021,3.15,0.49,12.0,1,1.33,M,*,Reg 3,0.0,0.07504644970869812,0.7314477724894589,14.70576367466427,18.948361625083457,8.913098929853687,6.4852316835699835,1.312963949711394,1.7229802304824466,9.08694574947141,1.8416895063777663,0.9649150833430776,0.05029260838687582,0.5100295218359631,0.9236797603874061,559
387,0.4,-1.14,-63.5,0.029,0.95355,1.16,0.42,9.3,3,5.12,R,**,Reg 2,7.142857142857142,0.512929929173086,0.07448732765177013,10.21244240794659,3.779951188470964,1.0635884249535688,9.183621429678649,1.1118908640647744,0.01,8.639868991441043,1.6213214315409623,1.6712221139600012,7.832751515246439,1.3346284091260376,-1.360981449267822,547
388,-0.58,0.28,49.7,-0.532,0.96223,2.6,0.32,0.5,2,2.21,R,***,Reg 3,0.0,0.11404399327765058,0.5070674450833461,3.67663266163959,20.096583377782547,19.66548960142152,1.5492971203301722,1.1694196399935608,1.465675390901231,8.020750455717002,0.3760607352267039,1.3645593560288818,0.6757176973807427,0.6289660467201004,0.5572846988959985,795
389,-0.66,-0.44,-16.6,0.035,0.96391,4.27,1.13,13.7,3,1.92,R,***,Reg 1,7.142857142857142,0.493891675768941,0.3377025347013358,3.2873638807030225,8.613786387650434,5.960034498859837,9.299742309405818,1.1796248525256523,2.15392866724335,13.697400058681271,1.9678195898688038,1.6712221139600012,0.39066410963580156,1.3096177435362437,0.15078442411625032,522
390,0.14,1.81,51.2,0.114,0.9932,2.18,-0.67,20.2,3,1.12,R,**,Reg 3,7.142857142857142,0.9291967592703586,0.12355951841118296,8.159976502914683,121.61006178590664,20.067490326481213,10.896706148817714,1.3257773734946576,1.2335614762310034,3.1332384025275535,2.3894551123219845,1.6712221139600012,0.006660645297098938,1.796453388830813,-0.8547705681428417,762
391,-0.57,0.68,10.9,0.045,1.00094,3.0,0.4,2.2,3,1.34,R,**,Reg 2,0.0,0.6071521666363132,0.8775598375715449,3.7268223917767322,32.17560686262553,10.680382394215544,9.494898289543901,1.3573248036148098,1.6567739751354462,8.514204103385508,0.7886161150703788,1.6712221139600012,0.05338542730606688,1.4520807807941474,1.1058040749492113,592
392,0.35,0.23,-34.0,0.051,0.9934,4.27,-0.93,10.0,2,1.86,M,**,Reg 1,0.0,0.02853934462759311,0.4648344671536765,9.799874213475514,18.948361625083457,3.6794912609800323,9.612964585982432,1.3266213070186355,2.15392866724335,2.2236392509490646,1.6812297676358767,1.3645593560288818,0.3413771571898865,0.3139673723506063,0.4703181054586345,237
393,0.22,0.29,7.4,-0.102,0.97225,3.15,2.03,10.9,2,1.09,B,***,Reg 3,7.142857142857142,0.5587034642686078,0.779079317985828,8.76700635337258,20.334445877429346,10.003686609416205,6.8301613562543455,1.2267348098353892,1.7229802304824466,21.775774394925087,1.7552528448709697,1.3645593560288818,0.0037496740837389777,1.3929247450385267,0.9867686338345671,1030
394,-0.51,0.34,1.0,0.237,0.91473,3.11,-1.73,6.0,3,2.77,R,**,Reg 1,0.0,0.13545589549579085,0.06936938225647382,4.035106057693259,21.566660754236345,8.823568596934765,13.634867283890381,0.1,1.7055765328222834,0.40069851339298734,1.3022903358894247,1.6712221139600012,1.445798114826048,0.6855495128880206,-1.4321865911833909,508
395,0.33,-0.58,7.4,0.368,0.99592,2.38,2.92,10.6,4,4.29,B,***,Reg 2,0.0,0.6602273524949348,0.7254289375573112,9.63722869738497,7.3055432530551085,10.003686609416205,16.88826496913663,1.3371194533747286,1.349081814508493,31.597629834371464,1.7309302537884312,1.9297524380738358,4.994816557168209,1.5142354981645996,0.9154168095238243,600
396,1.09,1.26,34.3,0.1,0.96942,3.95,0.74,11.7,3,3.98,M,**,Reg 2,0.0,0.9801356373100338,0.6963803026266114,16.77454600803488,63.66684036725246,15.773520743976668,10.60447943417379,1.2113599155866979,2.0401108256706566,10.77570750225907,1.8185233657983146,1.6712221139600012,4.097927945691088,1.8450458812253463,0.874548353814412,417
397,-0.71,0.32,-30.75,-0.923,0.998,2.96,1.11,16.1,3,1.0,MM,*,Reg 3,0.0,0.7535620523535057,0.5620594894688216,3.0551290719293,21.065059055830158,4.063888538062217,1e-08,1.3456020133022877,1.6386672753694829,13.539054209460327,2.1332271294571106,1.6712221139600012,1e-08,1.6177551277105735,0.6602526042995198,265
398,0.26,0.47,1.0,-0.283,0.99659,3.1,0.56,9.8,2,3.43,B,**,Reg 2,0.0,0.32038388549895924,0.07359824634554568,9.078687318708582,25.131266472764896,8.823568596934765,4.15062976946254,1.3398694321191518,1.7011977892015573,9.545299740579978,1.6643331580405663,1.3645593560288818,2.7249218316744117,1.0546913818022843,-1.3729928195740966,604
399,0.695,0.55,109.9,0.368,1.07214,3.29,0.61,8.7,3,1.09,M,**,Reg 3,0.0,0.8620963902464374,0.012343570956228511,12.819740324470738,27.611835580189897,38.993124704723186,16.88826496913663,1.5777965676957417,1.7825555680681504,9.879599876929896,1.5681508768224235,1.6712221139600012,0.0037496740837389777,1.7303624139535674,-3.15995845821918,386
400,-0.7,1.36,-49.9,0.658,0.9954,2.8,0.44,8.1,2,1.4,R,**,Reg 1,0.0,0.03930704962061082,0.5412251718453077,3.10089553034179,71.61672001421489,2.0741132975045766,25.327505167074655,1.33497338709807,1.5641458301864926,8.766454469951944,1.5131130693321755,1.3645593560288818,0.07388027120423477,0.36875459661841453,0.6224788116368155,552
401,0.14,0.57,25.4,-0.374,0.94102,2.07,0.43,12.6,0,1.09,R,*,Reg 1,0.0,0.22739043150200677,0.9270728114728954,8.159976502914683,28.26932928037026,13.71974380266555,3.054258592815157,1.0086704807020097,1.1651534710128268,8.703046656889574,1.8871688450684743,0.01,0.0037496740837389777,0.8884462889414235,1.1606923730475318,560
402,0.475,0.19,19.4,0.042,0.99704,2.84,0.4,7.3,1,1.66,B,****,Reg 1,0.0,0.3670944569743064,0.33957309476782316,10.847243996737287,18.07720207484877,12.415980156312715,9.43613871554967,1.341706970761255,1.5831050955034713,8.514204103385508,1.4364527413239319,0.9649150833430776,0.20108073949329203,1.1289974786805643,0.1563085736755356,845
403,0.24,0.29,11.4,-0.203,0.95508,3.31,0.45,8.1,2,1.91,M,*,Reg 1,0.0,0.7457772195474236,0.08929546508070896,8.922166332698326,20.334445877429346,10.778860940484053,5.253083502804171,1.1226875187160061,1.7909045580126257,8.830092430628156,1.5131130693321755,1.3645593560288818,0.38221891156350357,1.609375344313453,-1.1796109347060952,254
404,-1.03,0.2,-41.7,0.06,0.95741,3.13,0.45,13.5,2,1.41,M,Desc,Reg 3,0.0,0.7571401572917295,0.058861481081604716,1.7702552850846978,18.291163243835214,2.844974354869041,9.791431901765408,1.1385542776182698,1.714300467238376,8.830092430628156,1.9534035086585997,1.3645593560288818,0.07761906691776636,1.6215921612008382,-1.596501718220224,101
405,0.62,0.6,33.8,-0.365,0.9986,3.64,-0.56,9.2,5,3.32,R,**,Reg 2,0.0,0.7249199772705465,0.06874859259203192,12.128797209944072,29.28504146851087,15.654343805212653,3.1552132115047726,1.348019343387575,1.923437820620755,3.564903852227385,1.6125814240087801,2.1575230219663686,2.483819119777589,1.586705993141805,-1.441178773310586,435
406,0.27,2.9,10.6,-0.416,0.9962,5.26,2.13,10.5,3,1.35,R,****,Reg 3,0.0,0.6756129121127801,0.5750218618703073,9.157458189220398,438.5022434469692,10.62151219283867,2.6048405941164203,1.338270760639726,2.4731013819139074,22.788445350317073,1.722746414352453,1.6712221139600012,0.0565705286244495,1.531781613756459,0.6830538469157312,577
407,-0.98,0.21,10.5,0.031,0.98519,3.95,0.27,16.9,1,4.11,MM,Desc,Reg 3,14.285714285714285,0.2044790779469544,0.744292874951285,1.948049826478089,18.50765685017808,10.601924946777086,9.222247330558064,1.2905675733887436,2.0401108256706566,7.719821723374014,2.18558291272114,0.9649150833430776,4.463245483992218,0.8424655630678082,0.9410890641066085,352
408,0.22,0.45,14.2,-0.007,0.9992,3.88,-2.32,9.2,4,1.0,R,**,Reg 2,7.142857142857142,0.7183452339227467,0.6791228659404221,8.76700635337258,24.546758463412502,11.338692465380653,8.502216307917614,1.3504237383898698,2.0143560861252654,1e-08,1.6125814240087801,1.9297524380738358,1e-08,1.5794925820603938,0.8494536933414167,400
409,-1.89,-0.25,-1.4,0.034,0.99144,4.23,2.01,10.5,2,3.26,R,**,Reg 1,0.0,0.180746706699919,0.9432699257721123,0.04359396223863876,10.771749455026212,8.400113864066677,9.280338167557764,1.3182803116159656,2.140032508690803,21.576001975212787,1.722746414352453,1.3645593560288818,2.3570149520108155,0.7920275384926372,1.1780131545885448,700
410,0.25,0.39,-3.9,0.034,0.99795,3.18,0.31,10.3,3,3.11,M,Desc,Reg 2,7.142857142857142,0.08523991031369926,0.7748255956088934,9.00025669986789,22.873544668585676,7.970087468190947,9.280338167557764,1.345399980149942,1.7359185028747153,7.96010441402072,1.7062609816591756,1.6712221139600012,2.0545390104665446,0.543635692892307,0.9812935844917611,308
411,0.25,0.35,9.2,-0.216,0.98407,3.21,0.49,5.0,3,1.66,R,**,Reg 3,7.142857142857142,0.41376394349891843,0.39961823213710546,9.00025669986789,21.821923041342732,10.348935773056901,5.065109469284089,1.2854083351083077,1.7487610536068785,9.08694574947141,1.1888299986930393,1.6712221139600012,0.20108073949329203,1.1986467300903132,0.3191387219760837,462
412,1.65,-0.62,15.7,0.159,1.03784,3.22,0.51,9.7,2,1.13,M,**,Reg 3,0.0,0.36539705742906603,0.3727291778269183,23.29119209763104,6.969667576810541,11.644432107437218,11.86290776849214,1.4837705543167077,1.7530209964350274,9.21675329457608,1.6558201972549538,1.3645593560288818,0.007815533833268537,1.1263831254374552,0.24947718334029492,588
413,0.49,0.58,13.1,0.039,0.9978,3.06,0.49,8.6,4,1.0,B,**,Reg 1,0.0,0.4233736916332538,0.1681216416445972,10.976501013275533,28.603924131622485,11.117068433951271,9.37756152437213,1.3447933339706424,1.6835689331491608,9.08694574947141,1.559112836571839,1.9297524380738358,1e-08,1.2124916325282566,-0.5467587252667616,608
414,1.03,0.24,15.1,0.621,1.0526,3.13,-0.64,14.2,3,1.78,B,**,Reg 3,0.0,0.7677843055276998,0.6790358860771597,16.139620737836363,19.172633809843806,11.521648166250067,24.155925324073195,1.5263728040291162,1.714300467238376,3.2482035719886895,2.0034060034977124,1.6712221139600012,0.28082903495005684,1.6329532669856748,0.8493256042333022,925
415,0.41,2.9,-11.9,0.463,1.00168,3.14,-1.67,14.7,2,1.1,B,**,Reg 3,0.0,0.14417242513628958,0.5962916949122089,10.295976801854184,438.5022434469692,6.669927235869955,19.465141339157658,1.3602281034999364,1.7186458283496138,0.486326298437013,2.0383712349397802,1.3645593560288818,0.004627715422334123,0.7072886834857304,0.7193771145878518,525
416,0.22,1.4,22.8,0.039,1.01668,3.09,1.33,10.2,2,4.23,R,**,Reg 1,0.0,0.09859696922170402,0.8165619534835807,8.76700635337258,75.06800574629564,13.146789434093426,9.37756152437213,1.4154374686279436,1.6968077459318867,15.33149102593571,1.6979582451334554,1.3645593560288818,4.814304033071985,0.5847555102542852,1.0337598510981507,573
417,1.78,-1.36,-41.1,0.224,0.9925,3.27,0.45,6.3,1,1.23,B,*,Reg 1,0.0,0.5794598529747433,0.7135670286552079,24.95658781435921,2.917855005216629,2.9061512029341876,13.330978837984938,1.3228108426760106,1.774167289347635,8.830092430628156,1.3344486220527711,0.9649150833430776,0.024439951150497304,1.418570440364961,0.8989295651568802,733
418,0.34,-1.48,3.5,0.044,1.04344,3.03,1.27,5.8,2,2.12,B,***,Reg 1,0.0,0.5211141588885978,0.6644538584562472,9.71838132959468,2.5336250936114784,9.275739561200885,9.475291500121747,1.5003631549924634,1.6702251880137466,14.831597535978062,1.2804028461071502,1.3645593560288818,0.5789473749119747,1.3452371740696656,0.8276163558688607,596
419,0.18,0.48,12.8,0.612,0.99808,3.0,0.77,3.3,2,1.49,B,***,Reg 3,0.0,0.7205697388030992,0.21725831028304443,8.460769414774614,25.42871931587405,11.05700513746112,23.87514124812699,1.3459250771872773,1.6567739751354462,10.988025112374908,0.9658276582408709,1.3645593560288818,0.1108515989969128,1.5819368561122804,-0.2903299875882073,1082
420,0.595,0.14,5.2,0.058,0.93042,3.38,0.12,9.0,2,1.17,M,*,Reg 2,0.0,0.3907960544118617,0.3182297699490194,11.90273598432427,17.04435802070843,9.589669376832763,9.751630644956208,0.8865729702346621,1.8198244077984855,6.851557668421184,1.5949577356238895,1.3645593560288818,0.013357911969862087,1.1648901275268735,0.09138868700336837,123
421,0.86,0.68,7.4,0.049,0.9618,5.11,-0.68,14.8,2,1.07,MB,***,Reg 3,0.0,0.7719877423780633,0.5815868678314251,14.407185007312561,32.17560686262553,10.003686609416205,9.573528094806617,1.166764168998418,2.4274409519651026,3.0953769746015234,2.0452925528505146,1.3645593560288818,0.0022704386041231756,1.6374181232245444,0.6944065631804504,1193
422,0.11,0.03,14.1,0.072,0.9956,3.37,0.36,9.5,3,3.75,R,*,Reg 1,14.285714285714285,0.9188849597441754,0.871693470674733,7.9379544615665685,14.975088778189058,11.31845444016637,10.031941682243035,1.335800021585373,1.8157212021368514,8.265636098640528,1.638661604787802,1.6712221139600012,3.4898018296543696,1.7864557211368952,1.0990966004877816,397
423,1.8,0.33,-18.3,0.05,0.96901,3.26,1.3,0.0,2,3.12,B,**,Reg 3,0.0,0.004733479055620937,0.31421591640150937,25.2179063150766,21.31438440173779,5.7130987815584025,9.593236208015819,1.2090832801854967,1.7699582422366125,15.080508616694603,0.01,1.3645593560288818,2.074058096441823,0.1260143083235344,0.07869451945217588,402
424,0.17,0.41,17.7,0.052,0.99228,4.09,-0.19,10.8,3,3.08,R,*,Reg 2,0.0,0.09607094977487551,0.49631678156868586,8.38506080930294,23.41821007037371,12.058411983052752,9.632713228706457,1.321874369455843,2.0906687111151854,5.2212405368539,1.7471829366473857,1.6712221139600012,1.9965354469358614,0.5772037916241036,0.5358541351610622,550
425,0.26,0.26,8.8,0.027,0.9931,4.23,1.07,14.5,3,1.26,M,*,Reg 1,0.0,0.02763712537583307,0.25161262600442047,9.078687318708582,19.629173032280775,10.271707575129094,9.145076587828871,1.3253548016626915,2.140032508690803,13.22512428238453,2.0244576115093706,1.6712221139600012,0.031226783129900126,0.3089359418769239,-0.1435125172403618,512
426,-0.6,0.4,8.7,0.038,1.00718,3.25,0.47,8.1,3,1.33,R,*,Reg 1,0.0,0.428224434605321,0.6405157073431137,3.577273956378686,23.144275190703553,10.252445718643855,9.358076323494435,1.3812455349240713,1.7657391619181761,8.9580587948221,1.5131130693321755,1.6712221139600012,0.05029260838687582,1.2194204706725758,0.7909233295229747,443
427,0.29,0.67,54.3,-0.202,0.9938,2.95,-0.03,9.4,3,1.4,R,***,Reg 3,7.142857142857142,0.3892703409594582,0.7602545147467902,9.316020685257413,31.799232196596794,20.91118086760106,5.267684897146048,1.328304358559765,1.6341092521728864,6.035076826582558,1.6300145765268128,1.6712221139600012,0.07388027120423477,1.1626130242661343,0.9623083411022688,744
428,0.585,-1.34,5.8,0.046,0.91473,3.82,0.71,1.5,1,1.0,R,*,Reg 3,0.0,0.2531250195017333,0.5316190930586715,11.812906934500823,2.987335039544592,9.701715462000406,9.514525343723465,0.1,1.9920155857148818,10.565461220667803,0.6512027562424377,0.9649150833430776,1e-08,0.9374074010310732,0.6045699156671558,317
429,-0.03,0.36,5.1,0.031,0.9897,3.98,2.02,17.3,1,1.91,R,**,Reg 3,7.142857142857142,0.6446385209643919,0.7665012043136211,6.9423415508061534,22.080206604480747,9.571058299500223,9.222247330558064,1.310740538422348,2.0510495740006034,21.67577311126202,2.211296002267001,0.9649150833430776,0.38221891156350357,1.4962477259358524,0.9704915805790314,707
430,-0.78,0.89,5.4,0.044,1.00998,3.3,0.5,4.5,3,2.69,MB,****,Reg 3,0.0,0.059415153526741094,0.7021470918949468,2.744290909833423,41.19448886908151,9.626945763093902,9.475291500121747,1.3915868515101752,1.7867349396540557,9.151734448216825,1.12782759729191,1.6712221139600012,1.318068405974808,0.45368570015956683,0.8827956041587864,919
431,0.27,0.33,64.5,0.021,0.98747,2.44,1.04,12.5,2,1.0,MB,***,Reg 1,7.142857142857142,0.12987614616247056,0.9063765720458183,9.157458189220398,21.31438440173779,23.80981254481179,9.029928416457382,1.3008831567635348,1.3818560309295693,12.992093387023012,1.8796653730069162,1.3645593560288818,1e-08,0.6712640425876947,1.1381145874026604,1050
432,0.15,1.67,3.7,-0.374,0.9913,3.22,0.27,15.7,1,5.76,M,*,Reg 3,0.0,0.6594312006044093,0.48885041292324816,8.234664353372976,103.14019020223,9.312401322706698,3.054258592815157,1.3176784358156668,1.7530209964350274,7.719821723374014,2.1065613317889476,0.9649150833430776,10.455135117633684,1.5133220086702275,0.5206956037116754,412
433,-0.15,2.48,29.7,-0.171,0.9999,3.67,2.67,13.1,9,2.09,M,Desc,Reg 2,0.0,0.9999439059469815,0.28527831176233087,6.142038316564481,267.51434552310116,14.694139705708636,5.730379441419594,1.3532127311477422,1.9350362331966207,28.654563586150886,1.924247366212652,2.894607065314186,0.5483516839411652,1.8635996108452202,-0.01792770384916238,338
434,1.32,0.47,109.9,0.071,0.94826,3.32,-0.75,9.2,3,1.85,R,*,Reg 1,0.0,0.8988770117463811,0.5609482483115367,19.32190014278343,25.131266472764896,38.993124704723186,10.011787744370814,1.07190868102968,1.7950644911089444,2.836791112306859,1.6125814240087801,1.6712221139600012,0.33348565351273757,1.766895922046071,0.6582734818536512,599
435,0.37,0.58,-49.2,0.034,0.9921,4.04,2.11,11.6,2,2.77,R,***,Reg 3,7.142857142857142,0.6512737658026225,0.20432170915710657,9.96388073625056,28.603924131622485,2.135173245063532,9.280338167557764,1.3211066809871495,2.07275389349217,22.584069978327953,1.8107354573870202,1.3645593560288818,1.445798114826048,1.5039303564391406,-0.35172763573397625,903
436,0.32,2.9,11.8,0.041,1.01508,3.8,-0.27,15.3,4,1.58,R,**,Reg 3,0.0,0.9872266615435695,0.20767800942643477,9.556416316846391,438.5022434469692,10.85796916707521,9.416592720399747,1.4098511652863008,1.9845128649296715,4.836416562918297,2.0795536307883538,1.9297524380738358,0.15529780112410213,1.8517091652045703,-0.3354328101305057,473
437,0.31,2.15,-43.4,0.05,0.99332,2.76,0.5,15.6,1,1.0,B,***,Reg 1,0.0,0.8225547573118812,0.1618001114866391,9.47594418797894,181.43177486548643,2.6751740443609116,9.593236208015819,1.326283926915163,1.544953919303268,9.151734448216825,2.09984197245235,0.9649150833430776,1e-08,1.6902058667569608,-0.5850899020435613,830
438,0.28,-0.75,-97.8,0.09,0.95494,3.53,0.42,12.4,1,2.23,B,Desc,Reg 3,7.142857142857142,0.6503754262717982,0.29261556459193216,9.236569311403342,5.981093565728933,1e-08,10.398177837460189,1.1217124799763432,1.8802983128127158,8.639868991441043,1.8721318274003516,0.9649150833430776,0.6982373198760198,1.5028925109694122,0.007468668319359637,547
439,0.27,0.32,7.5,0.046,0.9934,3.78,0.41,15.8,1,3.12,M,Desc,Reg 2,0.0,0.4411761590820752,0.8235182124836274,9.157458189220398,21.065059055830158,10.022713462318524,9.514525343723465,1.3266213070186355,1.9769816712381885,8.576921473606356,2.113259326231467,0.9649150833430776,2.074058096441823,1.2377307822150243,1.0422429567955906,438
440,0.59,0.38,1.6,0.362,0.9727,3.38,1.9,2.1,5,1.29,R,*,Reg 3,0.0,0.6760553262622206,0.42570491156359047,11.857778927953655,22.605981020997355,8.931059228033531,16.73165510410422,1.2291269962718847,1.8198244077984855,20.493709221184723,0.7704875350275607,2.1575230219663686,0.03884415670202642,1.5322831832228863,0.38237882274197244,168
441,1.67,1.27,17.0,0.056,1.03798,3.63,0.06,14.0,2,3.06,M,***,Reg 3,0.0,0.5303339383095597,0.6943756060158475,23.54366405489913,64.42039899508917,11.912696514047102,9.71191044717665,1.4841921997336092,1.91955610974634,6.518751346112029,1.9892478337851665,1.3645593560288818,1.9583278165780298,1.3570889327887379,0.8716653731369235,396
442,1.79,-0.36,-31.2,0.149,0.99005,4.21,1.22,11.3,2,1.39,B,***,Reg 1,0.0,0.2646674657808362,0.9469787038249727,25.08707693888235,9.464005871587682,4.0095254361797705,11.644649964906622,1.3122676250258085,2.133050481257727,14.421348687060643,1.787168120432723,1.3645593560288818,0.07023375788989472,0.9585553420496254,1.1819373672966562,869
443,-1.34,0.32,1.4,-0.528,0.99134,4.68,-0.55,11.4,3,3.9,B,****,Reg 3,0.0,0.5003972057439184,0.14535128425272126,0.8577895609345838,21.065059055830158,8.89515670887253,1.5811558654905413,1.317850484488824,2.2915108003444282,3.605527051519505,1.795058279278665,1.6712221139600012,3.8808688744224784,1.318217468897642,-0.692313469432258,973
444,-1.16,1.47,1.3,-0.573,1.02883,4.72,0.45,9.9,2,2.4,M,*,Reg 3,0.0,0.3870268470916831,0.5015908228379186,1.3477989229837497,81.5127732644218,8.87723256509006,1.2414392211471403,1.455844544441757,2.3044937217129546,8.830092430628156,1.672802796586954,1.3645593560288818,0.9045577185553026,1.159256520806621,0.5464248976449205,395
445,0.43,-0.13,9.4,0.056,0.95057,2.48,0.43,10.9,3,8.09,R,*,Reg 2,0.0,0.6980540408079848,0.05489981938272592,10.464066344682761,12.405309349650556,10.387658335212922,9.71191044717665,1.0899105839201113,1.403280319656656,8.703046656889574,1.7552528448709697,1.6712221139600012,23.19526757330015,1.5570196037603032,-1.6662054532254242,509
446,-1.015,0.14,-6.9,0.036,0.93167,3.47,0.46,10.5,0,3.77,B,*,Reg 3,0.0,0.5020740848498061,0.03515387704712736,1.8227004868660073,17.04435802070843,7.468969482056051,9.31916671601128,0.9037239778528973,1.856345171886805,8.893960538918206,1.722746414352453,0.01,3.540744431100628,1.3204250731437308,-2.112205027280008,402
447,0.26,0.38,66.4,0.159,1.04007,3.18,-1.2,10.3,3,1.91,R,**,Reg 3,0.0,0.9882867940400697,0.3535278762248132,9.078687318708582,22.605981020997355,24.37053347947594,11.86290776849214,1.4904444634070624,1.7359185028747153,1.4437261343207226,1.7062609816591756,1.6712221139600012,0.38221891156350357,1.852703289846407,0.1965842372995865,533
448,0.28,-0.16,37.1,0.522,0.97944,3.36,2.35,11.2,4,4.1,R,Desc,Reg 2,0.0,0.7951466448941884,0.5442593742267119,9.236569311403342,11.975047916773864,16.449263266848114,21.15757998292659,1.2633924781403953,1.8116087029376617,25.097333412251448,1.7792429725518608,1.9297524380738358,4.43459044049698,1.6618022204078418,0.6280695551757229,471
449,0.21,-0.71,-48.1,0.28,0.96783,3.22,0.56,11.6,3,1.11,MM,**,Reg 2,0.0,0.36420632148567,0.7739578627027636,8.689936741216398,6.269328811374686,2.2329142338975227,14.664435526730069,1.2024582295653323,1.7530209964350274,9.545299740579978,1.8107354573870202,1.6712221139600012,0.005598039160120765,1.124545513666872,0.9801730178178095,243
450,0.66,-0.12,-24.3,0.041,0.9695,2.76,0.16,7.0,3,1.0,R,**,Reg 1,0.0,0.9544333042789772,0.3149335033186811,12.494918442660403,12.552138182956707,4.883319284753367,9.416592720399747,1.2118026436170877,1.544953919303268,7.078031502237439,1.4066284058376926,1.6712221139600012,1e-08,1.8206895734113058,0.08097581296070193,561
451,0.2,0.74,50.5,-0.597,0.9931,3.46,1.58,10.2,3,3.36,R,*,Reg 1,0.0,0.3354125949727629,0.8376038510218599,8.613207380731344,34.529272201317355,19.879383826556815,1.0770362299661627,1.3253548016626915,1.8523228676064103,17.503562767789262,1.6979582451334554,1.6712221139600012,2.5702008796059337,1.0791571094198797,1.059202996415633,532
452,0.87,-0.13,-46.4,-0.301,0.9938,3.05,0.74,11.7,4,1.13,R,**,Reg 3,0.0,0.001428522717250691,0.16274162513888457,14.506370978092004,12.405309349650556,2.3882708626555122,3.9204511954963155,1.328304358559765,1.6791328003869102,10.77570750225907,1.8185233657983146,1.9297524380738358,0.007815533833268537,0.06632476930577706,-0.5792869903606302,464
453,0.285,0.29,8.6,-0.385,0.96033,3.19,0.34,12.4,1,1.06,R,****,Reg 3,7.142857142857142,0.2622782283906939,0.8201871105437488,9.276252466871487,20.334445877429346,10.233201939357304,2.9330987377318394,1.1575464663756456,1.7402098838797027,8.142732981951083,1.8721318274003516,0.9649150833430776,0.001669244463102501,0.9542162765010492,1.0381896811652827,939
454,0.28,-0.1,39.2,-0.45,1.001,2.08,-0.74,5.1,2,3.55,R,**,Reg 2,0.0,0.677548424663695,0.09023320658572176,9.236569311403342,12.851030002557737,16.965370877725665,2.2672080903150094,1.3575609010622274,1.1715374523859894,2.8730415069360014,1.200658611391407,1.3645593560288818,3.000677943013915,1.5339747135099528,-1.1691615828463664,565
455,0.24,0.85,-16.9,0.083,1.03696,2.73,-2.32,8.1,2,2.28,R,Desc,Reg 3,0.0,0.7521866717184071,0.7486078614004152,8.922166332698326,39.30055349327412,5.9160779863989434,10.254972472826568,1.4811119447692078,1.5304020513515662,1e-08,1.5131130693321755,1.3645593560288818,0.7561513181000638,1.6162777943801814,0.9468699242810266,450
456,0.27,0.33,6.6,0.036,1.00339,2.75,0.48,11.2,3,1.53,R,**,Reg 2,0.0,0.4493316950176175,0.5214059174930283,9.157458189220398,21.31438440173779,9.852122565350353,9.31916671601128,1.3668668707735758,1.5401185738249874,9.022387198339834,1.7792429725518608,1.6712221139600012,0.12968264261708198,1.2491228434146255,0.58517071609851,764
457,0.95,0.25,41.6,0.038,0.99778,2.95,0.27,10.2,3,5.1,B,Desc,Reg 2,7.142857142857142,0.7013923672023477,0.22444647839953324,15.312107804488116,19.399560472804033,17.56496983459046,9.358076323494435,1.344712385755851,1.6341092521728864,7.719821723374014,1.6979582451334554,1.6712221139600012,7.756892666018475,1.5607391188140434,-0.257776495814907,466
